timestamps,open,high,low,close,volume
2026-03-08 18:00:00,1935.78,1937.04,1928.08,1930.27,12761.0118
2026-03-08 19:00:00,1930.28,1970.58,1928.24,1964.91,24494.582
2026-03-08 20:00:00,1964.91,1971.95,1953.81,1958.86,7830.7886
2026-03-08 21:00:00,1958.87,1962.24,1944.53,1953.95,6632.1837
2026-03-08 22:00:00,1953.94,1953.94,1916.14,1943.2,58211.1708
2026-03-08 23:00:00,1943.2,1955.2,1935.58,1937.1,10128.9597
2026-03-09 00:00:00,1937.11,1966.14,1929.65,1950.99,17896.3422
2026-03-09 01:00:00,1950.99,1963.2,1942.72,1946.0,14979.5243
2026-03-09 02:00:00,1946.0,1963.2,1938.33,1959.66,12927.8319
2026-03-09 03:00:00,1959.66,2006.01,1959.08,1977.48,58780.551
2026-03-09 04:00:00,1977.48,1989.56,1973.52,1977.31,10238.8798
2026-03-09 05:00:00,1977.31,2014.26,1976.39,2010.6,43830.6334
2026-03-09 06:00:00,2010.6,2012.7,1983.36,1985.0,15733.8756
2026-03-09 07:00:00,1985.01,1985.91,1963.45,1983.9,13845.4139
2026-03-09 08:00:00,1983.91,2000.0,1978.92,1996.81,15655.8201
2026-03-09 09:00:00,1996.81,2022.0,1986.77,2004.48,22759.616
2026-03-09 10:00:00,2004.49,2007.05,1992.56,1995.41,17147.8872
2026-03-09 11:00:00,1995.41,1999.99,1980.93,1992.2,12567.4869
2026-03-09 12:00:00,1992.2,2013.74,1992.2,2002.19,12668.2488
2026-03-09 13:00:00,2002.19,2030.0,2001.13,2018.16,41754.9438
2026-03-09 14:00:00,2018.15,2032.84,2007.82,2022.29,39674.1034
2026-03-09 15:00:00,2022.27,2029.25,2013.97,2022.63,21397.2501
2026-03-09 16:00:00,2022.64,2039.29,2018.93,2027.53,18205.4291
2026-03-09 17:00:00,2027.54,2032.5,2005.76,2016.94,20457.1836
2026-03-09 18:00:00,2016.94,2022.9,2006.15,2012.1,12319.782
2026-03-09 19:00:00,2012.11,2053.52,2010.0,2033.91,30136.5564
2026-03-09 20:00:00,2033.91,2037.3,2018.77,2025.89,9526.1172
2026-03-09 21:00:00,2025.89,2035.39,2022.19,2028.35,6364.9871
2026-03-09 22:00:00,2028.33,2031.32,1997.87,2002.53,56062.1881
2026-03-09 23:00:00,2002.52,2007.67,1989.12,1992.98,25894.8364
2026-03-10 00:00:00,1992.97,2022.5,1991.0,2015.37,30631.7801
2026-03-10 01:00:00,2015.37,2024.99,2006.23,2019.21,11925.195
2026-03-10 02:00:00,2019.2,2054.19,2014.01,2042.4,27247.3611
2026-03-10 03:00:00,2042.4,2047.88,2022.63,2026.8,13229.4664
2026-03-10 04:00:00,2026.8,2047.31,2026.36,2045.7,10644.7886
2026-03-10 05:00:00,2045.69,2054.2,2039.75,2043.99,23562.7807
2026-03-10 06:00:00,2044.0,2049.34,2036.25,2043.76,11948.6825
2026-03-10 07:00:00,2043.77,2059.69,2040.09,2051.0,14222.0333
2026-03-10 08:00:00,2051.0,2070.5,2051.0,2057.27,23588.6304
2026-03-10 09:00:00,2057.27,2074.0,2055.72,2068.18,13752.4454
2026-03-10 10:00:00,2068.17,2069.22,2055.56,2062.86,8922.8527
2026-03-10 11:00:00,2062.86,2067.78,2051.16,2061.69,14186.1361
2026-03-10 12:00:00,2061.7,2062.09,2047.36,2049.82,12900.4331
2026-03-10 13:00:00,2049.82,2060.27,2024.04,2033.63,29276.7718
2026-03-10 14:00:00,2033.63,2080.27,2008.65,2075.19,55294.6468
2026-03-10 15:00:00,2075.19,2085.73,2059.23,2079.35,42497.3487
2026-03-10 16:00:00,2079.34,2088.19,2069.45,2080.72,18680.3037
2026-03-10 17:00:00,2080.71,2085.19,2058.33,2071.67,20761.3728
2026-03-10 18:00:00,2071.67,2073.13,2035.74,2039.68,30444.7151
2026-03-10 19:00:00,2039.68,2044.31,2027.16,2037.02,15745.2154
2026-03-10 20:00:00,2037.02,2047.45,2035.45,2042.56,7714.4161
2026-03-10 21:00:00,2042.56,2048.31,2018.0,2029.2,10882.7716
2026-03-10 22:00:00,2029.2,2032.82,2021.14,2027.64,8497.767
2026-03-10 23:00:00,2027.63,2037.3,2027.55,2036.51,6853.9595
2026-03-11 00:00:00,2036.5,2041.71,2028.81,2037.68,10130.8412
2026-03-11 01:00:00,2037.68,2041.0,2028.62,2036.1,7117.2212
2026-03-11 02:00:00,2036.1,2039.05,2018.7,2026.71,11516.9943
2026-03-11 03:00:00,2026.7,2029.35,2018.13,2021.17,7998.2934
2026-03-11 04:00:00,2021.17,2041.39,2018.25,2039.08,8679.2646
2026-03-11 05:00:00,2039.08,2041.49,2011.37,2014.63,10074.1241
2026-03-11 06:00:00,2014.63,2026.0,2014.0,2024.3,8491.4641
2026-03-11 07:00:00,2024.31,2025.7,2007.17,2012.54,8583.0701
2026-03-11 08:00:00,2012.54,2025.72,2009.48,2023.76,14252.3433
2026-03-11 09:00:00,2023.75,2027.4,2014.51,2017.87,6669.7704
2026-03-11 10:00:00,2017.87,2031.3,2017.24,2028.68,6527.2329
2026-03-11 11:00:00,2028.68,2033.96,2015.83,2017.8,8797.7518
2026-03-11 12:00:00,2017.8,2035.5,2012.81,2023.09,16532.0046
2026-03-11 13:00:00,2023.09,2082.66,2021.67,2050.72,48997.1427
2026-03-11 14:00:00,2050.72,2077.59,2042.93,2062.68,42234.0784
2026-03-11 15:00:00,2062.68,2065.45,2030.03,2049.73,24389.6368
2026-03-11 16:00:00,2049.75,2072.43,2046.46,2067.01,18164.7212
2026-03-11 17:00:00,2067.02,2085.58,2057.69,2068.15,26324.514
2026-03-11 18:00:00,2068.15,2079.66,2064.18,2076.51,16458.5948
2026-03-11 19:00:00,2076.5,2077.9,2068.58,2076.06,15265.9144
2026-03-11 20:00:00,2076.05,2076.19,2065.09,2068.4,7066.8836
2026-03-11 21:00:00,2068.41,2074.94,2063.46,2073.07,5855.3663
2026-03-11 22:00:00,2073.08,2084.53,2058.98,2061.76,10814.3045
2026-03-11 23:00:00,2061.76,2064.99,2045.2,2051.97,9119.7233
2026-03-12 00:00:00,2051.97,2058.16,2047.97,2055.78,5298.1446
2026-03-12 01:00:00,2055.78,2056.14,2042.95,2046.24,9032.4424
2026-03-12 02:00:00,2046.23,2047.93,2021.87,2024.67,16962.6509
2026-03-12 03:00:00,2024.66,2035.08,2017.59,2023.38,13070.2965
2026-03-12 04:00:00,2023.39,2029.73,2021.27,2023.09,6284.3323
2026-03-12 05:00:00,2023.08,2028.3,2019.33,2026.85,9624.648
2026-03-12 06:00:00,2026.86,2031.8,2024.64,2030.38,6083.881
2026-03-12 07:00:00,2030.38,2042.26,2025.66,2040.7,14231.7957
2026-03-12 08:00:00,2040.69,2052.59,2038.42,2047.8,13262.4913
2026-03-12 09:00:00,2047.79,2065.61,2038.49,2055.65,13504.8279
2026-03-12 10:00:00,2055.66,2075.49,2052.5,2069.86,16520.1267
2026-03-12 11:00:00,2069.87,2076.65,2058.21,2062.83,13187.2747
2026-03-12 12:00:00,2062.83,2071.08,2057.81,2065.37,9232.6706
2026-03-12 13:00:00,2065.37,2080.0,2051.44,2065.35,28335.1322
2026-03-12 14:00:00,2065.35,2095.0,2037.79,2045.35,48417.0953
2026-03-12 15:00:00,2045.34,2082.0,2039.05,2072.33,26030.9069
2026-03-12 16:00:00,2072.33,2078.09,2056.33,2069.63,22858.0253
2026-03-12 17:00:00,2069.62,2075.24,2055.32,2058.4,11673.4778
2026-03-12 18:00:00,2058.41,2062.1,2046.78,2048.78,16647.0399
2026-03-12 19:00:00,2048.77,2073.5,2045.42,2069.59,12389.2923
2026-03-12 20:00:00,2069.6,2073.81,2060.35,2062.57,5651.4674
2026-03-12 21:00:00,2062.58,2069.19,2057.28,2062.61,19369.7965
2026-03-12 22:00:00,2062.62,2067.54,2054.99,2065.3,25410.584
2026-03-12 23:00:00,2065.3,2093.45,2064.64,2073.52,37429.413
2026-03-13 00:00:00,2073.51,2148.8,2070.12,2119.19,85178.5833
2026-03-13 01:00:00,2119.19,2130.4,2111.72,2124.76,15741.654
2026-03-13 02:00:00,2124.75,2127.12,2102.42,2105.81,13893.892
